ProductKey,ProductName,Category,Subcategory,product_status,cy2011_net_revenue,cy2012_net_revenue,revenue_change,revenue_growth_pct,cy2011_gross_profit,cy2012_gross_profit,gross_profit_change,gross_profit_growth_pct,cy2011_gross_margin_pct,cy2012_gross_margin_pct,gross_margin_change_ppt,price_effect,unit_cost_effect,volume_effect,mix_effect,growth_quality_tier
358,"Mountain-200 Black, 38",Bikes,Mountain Bikes,CONTINUING,77455.9107,997414.1066,919958.1959,1187.7185195887187,7789.8807,99496.3866,91706.5059,1177.2517376293067,0.1005718043929732,0.09975434069121476,-0.0008174637017584378,-906.5201999999999,0.0,1994.9638047753458,90618.06229522465,Tier 2 - Margin-dilutive growth
360,"Mountain-200 Black, 42",Bikes,Mountain Bikes,CONTINUING,74219.9756,896869.5725,822649.5969,1108.3937851631415,6765.5656,87416.6525,80651.0869,1192.081958380538,0.09115558911609235,0.09746863443736686,0.006313045321274514,6229.8653,0.0,1787.2105647586877,72634.01103524132,Tier 1 - High-quality growth
352,"Mountain-200 Silver, 38",Bikes,Mountain Bikes,CONTINUING,58936.8609,799611.0768,740674.2159,1256.7249164435902,5279.7777,79711.8772,74432.0995,1409.7582081912274,0.08958362592399284,0.09968831037084003,0.010104684446847185,8874.859725,0.0,1587.4478339734394,63969.79194102656,Tier 1 - High-quality growth
354,"Mountain-200 Silver, 42",Bikes,Mountain Bikes,CONTINUING,60899.7382,805890.7927,744991.0545,1223.3074829540071,6124.7991,80402.3136,74277.5145,1212.7338919573706,0.10057184613644202,0.09976824940588504,-0.0008035967305569705,-720.0255,0.0,1598.1018462819861,73399.43815371802,Tier 2 - Margin-dilutive growth
356,"Mountain-200 Silver, 46",Bikes,Mountain Bikes,CONTINUING,58414.0346,772725.7066,714311.672,1222.8425529778422,5874.8073,76301.4809,70426.6736,1198.7912114155642,0.10057184613644202,0.09874329305767139,-0.001828553078770621,-1570.9648,0.0,1534.1777724307067,70463.4606275693,Tier 2 - Margin-dilutive growth
362,"Mountain-200 Black, 46",Bikes,Mountain Bikes,CONTINUING,65161.3217,656271.2284,591109.9067,907.148429894417,6553.3917,64662.8784,58109.4867,886.7085832821499,0.1005718043929732,0.09853072266728675,-0.002041081725686451,-1489.2831,0.0,1283.8084831798622,58314.96131682014,Tier 2 - Margin-dilutive growth
308,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,CONTINUING,21583.9083,267938.172,246354.2637,1141.3793103448277,2417.3965,30009.06,27591.6635,1141.3793103448277,0.11199994303163344,0.11199994303163344,0.0,0.0,0.0,881.619518532229,26710.04398146777,Tier 1 - High-quality growth
421,HL Mountain Rear Wheel,Components,Wheels,CONTINUING,8834.805,111134.4853,102299.6803,1157.9166750143324,2297.0475,28613.4573,26316.4098,1145.6624122923013,0.2599997962603589,0.25746695296927785,-0.0025328432910810424,-380.3867,0.0,1393.0121093424646,25303.784390657536,Tier 2 - Margin-dilutive growth
297,"HL Mountain Frame - Black, 42",Components,Mountain Frames,CONTINUING,26501.238,259123.216,232621.978,877.7777777777778,2968.1424,29021.8368,26053.6944,877.7777777777778,0.11200014127641886,0.11200014127641886,0.0,0.0,0.0,841.6669723751793,25212.02742762482,Tier 1 - High-quality growth
365,"Mountain-300 Black, 40",Bikes,Mountain Bikes,CONTINUING,24248.3675,354281.6476,330033.2801,1361.0536053612682,1507.8223,26339.0484,24831.2261,1646.8270896378174,0.062182425270484704,0.07434494159781592,0.012162516327331214,4594.663652631579,0.0,1358.386569339688,18878.175878028735,Tier 1 - High-quality growth
